Tn,Th,Tc,Tr,Dn,D,Mn,M,C,N,A,H,IL12,IL10,E,Ig,IL6
42704.74471,15987.51107,24949.82652,11735.53076,6506.50228,8273.739237,45767.4528,52470.57289,425754.4018,101936.0142,261167.2797,11.59553491,15.15933397,5.962509503,18.68070021,8.768141948,10.73423998
