Tn,Th,Tc,Tr,Dn,D,Mn,M,C,N,A,H,IL12,IL10,E,Ig,IL6
4402.978812,3729.677968,4129.095508,1163.230463,389.4736518,262.750754,8521.345255,12961.49494,46375.88899,6309.182087,71120.0947,5.993292007,7.155235085,3.505263906,10.32542172,3.675417979,3.906352659
